TXNID,UserID,FSA,Order Time,Market,Type,Side,Size,Price,Subtotal,Fees,Status
1839,133,M3C,2021-01-20 03:29:02.713183Z,HBAR-BTC,limit,buy,175000.00000000 / 175000.00000000,0.00000265,0.46374997,0.00069559,filled
1840,18,V2Z,2021-01-20 03:28:50.478636Z,HBAR-CAD,market,buy,50000.00000000 / 50000.00000000,0.12208079,6184.349125,9.27652368,filled
1841,99,V4N,2021-01-20 03:22:29.780778Z,BTC-CAD,market,buy,0.00400000 / 0.00400000,45591.491,182.2456948,0,filled
1842,99,V4N,2021-01-20 03:22:12.948275Z,BTC-CAD,market,buy,0.13000000 / 0.13000000,45620.481,5930.663049,0,filled
1843,99,V4N,2021-01-20 03:21:49.231238Z,BTC-CAD,market,buy,2.10000000 / 2.10000000,45668.108,95903.06974,0,filled
1844,225,T2E,2021-01-20 03:15:19.117399Z,BAT-CAD,market,buy,50.00000000 / 50.00000000,0.35735,18.045386,0.02706807,filled
1845,105,P1L,2021-01-20 03:13:54.388849Z,HBAR-CAD,market,buy,450.00000000 / 450.00000000,0.114615,52.0911,0.07813665,filled
1846,105,P1L,2021-01-20 03:13:19.323297Z,HBAR-CAD,market,buy,10000.00000000 / 10000.00000000,0.11405466,1152.080839,1.72812125,filled
1847,225,T2E,2021-01-20 03:13:13.337852Z,ETH-CAD,market,buy,0.26000000 / 0.26000000,1769.533,464.6668116,0.69700021,filled
1848,225,T2E,2021-01-20 03:10:49.518896Z,BTC-CAD,market,sell,0.01074496 / 0.01074496,45892.621,486.4169395,0.7296254,filled
1849,105,P1L,2021-01-20 03:10:01.567177Z,HBAR-CAD,market,buy,170000.00000000 / 170000.00000000,0.11321321,19450.72572,29.17608858,filled
1850,6,T3j,2021-01-20 03:01:06.425913Z,HBAR-CAD,limit,buy,9145.16076353 / 9145.16076353,0.107,987.9063677,1.48185955,filled
1851,105,P1L,2021-01-20 02:59:07.446864Z,HBAR-CAD,market,sell,200000.00000000 / 200000.00000000,0.10514333,20717.02453,31.07553679,filled
1852,226,T6T,2021-01-20 02:47:04.559847Z,HBAR-CAD,market,buy,2500.00000000 / 2500.00000000,0.108421,273.287802,0.4099317,filled
1853,76,T2X,2021-01-20 02:28:57.154739Z,HBAR-CAD,market,sell,740.00000000 / 740.00000000,0.1050073,76.64981065,0.11497471,filled
1854,245,v3b,2021-01-20 02:07:32.366731Z,BTC-CAD,limit,sell,0.50000000 / 0.50000000,48000,23999.99936,0,filled
1855,62,M6S,2021-01-20 02:06:23.242457Z,HBAR-CAD,limit,sell,1000.00000000 / 1000.00000000,0.11,108.5575076,0.16283626,filled
1856,90,M3H,2021-01-20 01:41:08.347010Z,HBAR-CAD,market,buy,5500.00000000 / 5500.00000000,0.11206745,623.0985807,0.93464787,filled
1857,90,M3H,2021-01-20 01:39:44.659873Z,HBAR-CAD,market,buy,60000.00000000 / 60000.00000000,0.11334134,6874.172803,10.3112592,filled
1858,18,V2Z,2021-01-20 01:19:19.392080Z,HBAR-CAD,market,buy,13000.00000000 / 13000.00000000,0.09256756,1229.760389,1.84464058,filled
1859,102,k0a,2021-01-20 01:10:10.912799Z,HBAR-CAD,limit,buy,159.00000000 / 159.00000000,0.09112065,14.64973106,0.02197459,filled
1860,102,k0a,2021-01-20 01:07:01.489818Z,ALGO-CAD,limit,sell,22.01454000 / 22.01454000,0.68115,14.80425595,0.02220638,filled
1861,18,V2Z,2021-01-20 00:57:36.704269Z,HBAR-CAD,market,buy,12500.00000000 / 12500.00000000,0.09040186,1142.35727,1.7135359,filled
1862,92,N5Y,2021-01-20 00:50:15.902241Z,HBAR-CAD,market,buy,90.00000000 / 90.00000000,0.0888395,8.08156922,0.01212235,filled
1863,92,N5Y,2021-01-19 23:28:27.771291Z,HBAR-CAD,market,buy,11200.00000000 / 11200.00000000,0.09065343,1026.320748,1.53948112,filled
1864,237,V3N,2021-01-19 23:17:07.880442Z,HBAR-CAD,market,buy,2000.00000000 / 2000.00000000,0.09090427,183.8643389,0.2757965,filled
1865,232,T0E,2021-01-19 20:41:20.634076Z,ETH-CAD,market,sell,1.50000000 / 1.50000000,1765.468,2612.099123,3.91814868,filled
1866,1,L0K,2021-01-19 19:16:38.151932Z,HBAR-BTC,limit,sell,54266.42644729 / 54266.42644729,0.0000022,0.11938613,0.00017907,filled
1867,237,V3N,2021-01-19 18:54:54.568788Z,HBAR-CAD,market,buy,1500.00000000 / 1500.00000000,0.08681079,131.5426453,0.19731396,filled
1868,1,L0K,2021-01-19 18:50:37.618656Z,HBAR-BTC,limit,buy,54266.42644729 / 54266.42644729,0.00000184,0.0998502,0.00014977,filled
1869,122,L8W,2021-01-19 17:57:30.498921Z,HBAR-BTC,market,buy,8500.00000000 / 8500.00000000,0.00000188,0.01598,0.00002397,filled
1870,1,L0K,2021-01-19 17:32:31.011012Z,LINK-BTC,limit,sell,200.00000000 / 200.00000000,0.0006501,0.13001998,0.00019501,filled
1871,224,V3L,2021-01-19 16:05:00.177506Z,HBAR-CAD,market,buy,15000.00000000 / 15000.00000000,0.08738444,1323.502609,1.98525391,filled
1872,1,L0K,2021-01-19 15:20:18.705770Z,LINK-BTC,limit,buy,200.00000000 / 200.00000000,0.00057989,0.11590967,0.00017385,filled
1873,56,V3E,2021-01-19 14:42:08.771568Z,BTC-CAD,market,buy,0.04100000 / 0.04100000,47473.657,1967.162241,2.95074336,filled
1874,92,N5Y,2021-01-19 14:22:10.149222Z,HBAR-CAD,limit,buy,5805.24561994 / 5805.24561994,0.086,503.9454882,0.75591823,filled
1875,92,N5Y,2021-01-19 14:16:47.770906Z,HBAR-CAD,limit,buy,5782.38502797 / 5782.38502797,0.08634,502.8156377,0.75422345,filled
1876,84,L6S,2021-01-19 14:11:55.979116Z,ETH-CAD,market,buy,0.81000000 / 0.81000000,1801.233,1472.375241,2.20856286,filled
1877,245,v3b,2021-01-19 10:59:48.959675Z,BTC-CAD,limit,buy,0.50000000 / 0.50000000,46250,23124.99988,0,filled
1878,155,T1W,2021-01-19 09:41:59.941596Z,ETH-CAD,market,buy,0.55199990 / 0.55199990,1770.85,986.6191843,1.47992877,filled
1879,30,T7Z,2021-01-19 08:18:51.074372Z,ZRX-CAD,limit,buy,1000.00000000 / 1000.00000000,0.6012,608.95748,0.91343622,filled
1880,30,T7Z,2021-01-19 08:14:42.858739Z,ADA-CAD,limit,buy,2000.00000000 / 2000.00000000,0.36,729.45686,1.09418529,filled
1881,30,T7Z,2021-01-19 08:12:42.662524Z,ADA-CAD,limit,buy,4000.00000000 / 4000.00000000,0.416,1680.789184,2.52118377,filled
1882,76,T2X,2021-01-19 06:13:49.020303Z,ADA-CAD,limit,buy,5850.00000000 / 5850.00000000,0.4674,2758.902401,4.13835359,filled
1883,76,T2X,2021-01-19 06:04:34.057166Z,DGB-CAD,limit,buy,5555.00000000 / 5555.00000000,0.03455,193.6815188,0.29052227,filled
1884,245,v3b,2021-01-19 05:21:51.837539Z,BTC-CAD,limit,sell,0.20000000 / 0.20000000,47000,9399.999905,0,filled
1885,245,v3b,2021-01-19 05:19:10.158829Z,BTC-CAD,limit,buy,0.20000000 / 0.20000000,46600,9319.999776,0,filled
1886,84,L6S,2021-01-19 01:51:44.069163Z,ETH-BTC,market,buy,0.96400000 / 0.96400000,0.0356246,0.03434151,0.00005151,filled
1887,245,v3b,2021-01-19 01:50:41.789014Z,BTC-CAD,limit,buy,0.50000000 / 0.50000000,44500,22249.99982,0,filled
1888,76,T2X,2021-01-19 00:55:38.460272Z,ADA-CAD,limit,buy,829.00000000 / 829.00000000,0.475,397.5608896,0.59634133,filled
1889,127,H2B,2021-01-19 00:37:03.882002Z,BTC-CAD,limit,buy,0.06370000 / 0.06370000,46670,3001.896302,4.50284445,filled
1890,12,L4n,2021-01-18 18:44:58.727459Z,SC-CAD,market,buy,10000.00000000 / 10000.00000000,0.00607,61.66058609,0.09249087,filled
1891,222,V6M,2021-01-18 17:46:47.029192Z,BTC-CAD,limit,buy,0.06450000 / 0.06450000,45490,2976.985703,4.46547855,filled
1892,126,V3N,2021-01-18 12:33:23.765187Z,BTC-CAD,market,buy,0.01140000 / 0.01140000,47268.072,545.5880268,0,filled
1893,245,v3b,2021-01-18 12:31:58.443133Z,BTC-CAD,limit,sell,0.20000000 / 0.20000000,47500,9499.999874,0,filled
1894,245,v3b,2021-01-18 12:30:41.115021Z,BTC-CAD,limit,buy,0.20000000 / 0.20000000,47200,9439.999746,0,filled
1895,30,T7Z,2021-01-18 09:05:24.418609Z,USDT-CAD,limit,buy,2312.00000000 / 2312.00000000,1.27124,2985.483229,4.47822482,filled
1896,245,v3b,2021-01-18 08:37:34.855368Z,BTC-CAD,limit,sell,0.20000000 / 0.20000000,47000,9399.999803,0,filled
1897,245,v3b,2021-01-18 08:22:28.863209Z,BTC-CAD,limit,buy,0.20000000 / 0.20000000,46170,9233.139108,0,filled
1898,245,v3b,2021-01-18 08:06:59.065786Z,BTC-CAD,limit,sell,0.10000000 / 0.10000000,46200,4619.999889,0,filled
1899,245,v3b,2021-01-18 08:06:03.147353Z,BTC-CAD,limit,buy,0.10000000 / 0.10000000,46000,4599.999917,0,filled
1900,245,v3b,2021-01-18 07:18:14.597153Z,BTC-CAD,limit,sell,0.10000000 / 0.10000000,45860,4585.999963,0,filled
1901,245,v3b,2021-01-18 07:17:33.702081Z,BTC-CAD,limit,buy,0.10000000 / 0.10000000,45760,4574.516518,0,filled
1902,237,V3N,2021-01-18 07:13:26.436312Z,HBAR-CAD,market,buy,1500.00000000 / 1500.00000000,0.07604771,115.9089858,0.17386347,filled
1903,126,V3N,2021-01-17 23:38:58.644855Z,BTC-CAD,market,sell,0.23263219 / 0.23263219,46218.208,10674.1212,0,filled
1904,133,M3C,2021-01-17 23:02:16.145508Z,ADA-CAD,market,buy,140.00000000 / 140.00000000,0.49462,70.08864324,0.10513296,filled
1905,127,H2B,2021-01-17 22:55:40.562820Z,BTC-CAD,limit,buy,0.06500000 / 0.06500000,46122,3033.504662,4.55025699,filled
1906,41,V3B,2021-01-17 22:04:19.997538Z,BTC-CAD,market,buy,0.12500000 / 0.12500000,46671.61,5905.918816,8.85887822,filled
1907,230,T1C,2021-01-17 21:13:33.269590Z,LINK-ETH,limit,buy,140.00000000 / 140.00000000,0.016969,2.37566,0,filled
1908,230,T1C,2021-01-17 21:09:29.599856Z,ETC-ETH,market,sell,666.00000000 / 666.00000000,0.00618662,4.12028977,0,filled
1909,230,T1C,2021-01-17 20:58:46.032312Z,ETC-ETH,limit,buy,333.00000000 / 333.00000000,0.006669,2.22077697,0,filled
1910,76,T2X,2021-01-17 20:10:23.270491Z,EOS-CAD,limit,buy,45.00000000 / 45.00000000,3.495,159.5240804,0.23928612,filled
1911,239,J8H,2021-01-17 20:04:45.030685Z,HBAR-CAD,limit,buy,4589.00000000 / 4589.00000000,0.07632954,354.248689,0.53137303,filled
1912,85,T3J,2021-01-17 17:05:51.949287Z,HBAR-CAD,limit,buy,26538.04058506 / 26538.04058506,0.07388803,1982.93944,0,filled
1913,64,R3X,2021-01-17 14:51:04.594987Z,BTC-CAD,market,buy,0.06550000 / 0.06550000,44790.136,2970.094672,4.455142,filled
1914,76,T2X,2021-01-17 09:30:10.469631Z,BTC-CAD,limit,buy,0.04700000 / 0.04700000,44500,2113.518051,3.17027707,filled
1915,245,v3b,2021-01-17 09:15:10.342555Z,BTC-CAD,limit,sell,0.50000000 / 0.50000000,44500,22251.33637,0,filled
1916,90,M3H,2021-01-17 05:24:04.764595Z,HBAR-CAD,limit,buy,17000.00000000 / 17000.00000000,0.069,1188.207269,1.7823109,filled
1917,237,V3N,2021-01-17 03:54:43.281092Z,HBAR-CAD,market,buy,1500.00000000 / 1500.00000000,0.07689619,116.8396739,0.17525951,filled
1918,237,V3N,2021-01-17 03:50:30.621603Z,ADA-CAD,market,buy,250.00000000 / 250.00000000,0.47736,120.981751,0.18147262,filled
1919,127,H2B,2021-01-17 02:15:43.566347Z,BTC-CAD,market,buy,0.06199998 / 0.06199998,46480.017,2919.120896,4.37868134,filled
1920,76,T2X,2021-01-17 01:41:38.225839Z,ADA-CAD,market,sell,4757.00000000 / 4757.00000000,0.4844,2279.859381,3.41978907,filled
1921,90,M3H,2021-01-17 01:15:40.031554Z,HBAR-CAD,limit,buy,65000.00000000 / 65000.00000000,0.0765,5022.500813,7.53375121,filled
1922,237,V3N,2021-01-16 22:13:05.656726Z,ETH-CAD,market,buy,1.00000000 / 1.00000000,1552.998,1573.132119,2.35969817,filled
1923,105,P1L,2021-01-16 20:30:18.736966Z,HBAR-ETH,market,sell,100000.00000000 / 100000.00000000,0.00004621,4.621,0.0069315,filled
1924,230,T1C,2021-01-16 19:58:35.851838Z,LINK-CAD,limit,buy,160.00000000 / 160.00000000,26.269,4241.018281,0,filled
1925,83,K1R,2021-01-16 15:35:55.949546Z,BTC-CAD,market,buy,0.00405800 / 0.00405800,47753.252,196.2949612,0.29444244,filled
1926,230,T1C,2021-01-16 15:07:49.116178Z,ETH-CAD,limit,buy,1.75690000 / 1.75690000,1526.969,2706.972603,0,filled
1927,245,v3b,2021-01-16 09:55:53.014203Z,BTC-CAD,limit,buy,0.50000000 / 0.50000000,41000,20499.99959,0,filled
1928,245,v3b,2021-01-16 09:53:30.155810Z,BTC-CAD,limit,buy,0.50000000 / 0.50000000,44000,21999.99974,0,filled
1929,245,v3b,2021-01-16 09:53:08.469953Z,BTC-CAD,limit,sell,0.50000000 / 0.50000000,47600,23834.66346,0,filled
1930,76,T2X,2021-01-16 08:28:11.974051Z,SC-CAD,limit,buy,5000.00000000 / 5000.00000000,0.0057,28.81362,0.04322043,filled
1931,76,T2X,2021-01-16 08:24:17.198258Z,DGB-CAD,limit,buy,5000.00000000 / 5000.00000000,0.034,172.17266,0.25825899,filled
1932,76,T2X,2021-01-16 08:23:03.906313Z,ADA-CAD,limit,buy,1000.00000000 / 1000.00000000,0.398,402.408096,0.60361214,filled
1933,224,V3L,2021-01-16 04:10:45.417773Z,HBAR-CAD,market,buy,14400.00000000 / 14400.00000000,0.0748738,1090.127794,1.63519169,filled
1934,84,L6S,2021-01-16 03:51:16.084933Z,BTC-CAD,market,buy,0.00440000 / 0.00440000,46303.242,205.9914016,0.3089871,filled
1935,102,k0a,2021-01-16 03:36:12.824556Z,HBAR-CAD,limit,buy,129.00000000 / 129.00000000,0.07494894,9.77183685,0.01465775,filled
1936,84,L6S,2021-01-16 03:33:09.577692Z,TRX-CAD,market,buy,2500.00000000 / 2500.00000000,0.0379,95.73792,0.14360688,filled
1937,84,L6S,2021-01-16 03:32:42.223561Z,TRX-CAD,market,buy,2500.00000000 / 2500.00000000,0.0379,95.80226,0.14370339,filled
1938,102,k0a,2021-01-16 03:32:24.606888Z,ALGO-CAD,limit,sell,15.62591800 / 15.62591800,0.63872,9.85605114,0.01478407,filled
1939,84,L6S,2021-01-16 03:25:41.865446Z,ADA-CAD,market,buy,250.00000000 / 250.00000000,0.39162,98.990307,0.14848546,filled
1940,225,T2E,2021-01-15 22:47:45.873991Z,BTC-CAD,market,sell,0.01610000 / 0.01610000,46629.183,741.3508782,1.11202631,filled
1941,239,J8H,2021-01-15 22:24:55.727853Z,ETH-CAD,limit,buy,0.27500000 / 0.27500000,1475,410.1186981,0.61517804,filled
1942,161,T2R,2021-01-15 21:51:50.650634Z,ADA-CAD,limit,buy,100.00000000 / 100.00000000,0.386,39.0622392,0.05859335,filled
1943,161,T2R,2021-01-15 21:34:07.876792Z,ETH-CAD,market,buy,0.05000000 / 0.05000000,1473.436,74.59801037,0.11189701,filled
1944,161,T2R,2021-01-15 21:27:29.888090Z,BTC-CAD,market,buy,0.00200000 / 0.00200000,45439.558,92.53812436,0.13880718,filled
1945,225,T2E,2021-01-15 19:49:13.444478Z,BTC-CAD,market,sell,0.00450000 / 0.00450000,44858.431,200.6186457,0.30092796,filled
1946,161,T2R,2021-01-15 18:36:28.245504Z,BTC-CAD,market,buy,0.00300000 / 0.00300000,45285.616,138.2273094,0.20734096,filled
1947,156,L1T,2021-01-15 17:55:00.144542Z,LINK-CAD,market,buy,40.00000000 / 40.00000000,23.83340389,969.3079641,1.45396194,filled
1948,136,V7A,2021-01-15 15:44:06.484352Z,ADA-CAD,limit,buy,244.47864286 / 244.47864286,0.388,96.40462541,0.14460693,filled
1949,136,V7A,2021-01-15 15:28:54.298543Z,ADA-CAD,market,buy,2145.00000000 / 2145.00000000,0.38816,849.207167,1.27381075,filled
1950,146,l7l,2021-01-15 15:22:34.808266Z,ETH-CAD,limit,buy,0.32919455 / 0.32919455,1490,498.4460594,0,filled
1951,80,V0A,2021-01-15 14:17:28.665698Z,BTC-CAD,limit,sell,0.10000000 / 0.10000000,47200,4689.41358,7.03412036,filled
1952,56,V3E,2021-01-15 14:17:08.808892Z,ETH-CAD,market,buy,0.43000000 / 0.43000000,1533.431,670.7874168,1.00618112,filled
1953,56,V3E,2021-01-15 14:13:01.460942Z,BTC-CAD,limit,buy,0.05000000 / 0.05000000,46000,2345.076616,3.51761492,filled
1954,203,T2N,2021-01-15 12:28:19.502288Z,ETH-CAD,limit,buy,1.50000000 / 1.50000000,1495,2285.56249,3.42834373,filled
1955,94,J5R,2021-01-15 05:40:29.415503Z,ETH-CAD,limit,buy,1.95000000 / 1.95000000,1541,3039.562244,4.55934336,filled
1956,245,v3b,2021-01-14 23:02:21.238926Z,BTC-CAD,limit,buy,0.50000000 / 0.50000000,47000,23499.99964,0,filled
1957,245,v3b,2021-01-14 22:59:56.697288Z,BTC-CAD,limit,sell,0.50000000 / 0.50000000,49200,24633.64936,0,filled
1958,146,l7l,2021-01-14 22:47:02.915786Z,ETH-CAD,limit,buy,0.30000000 / 0.30000000,1505,454.5704676,0,filled
1959,232,T0E,2021-01-14 22:31:57.794231Z,BTC-CAD,market,sell,0.08602696 / 0.08602696,48889.936,4152.67297,6.22900945,filled
1960,12,L4n,2021-01-14 20:43:14.989938Z,ETH-CAD,limit,buy,0.50000000 / 0.50000000,1548,778.5668665,1.16785029,filled
1961,30,T7Z,2021-01-14 20:33:28.285672Z,LINK-CAD,limit,buy,1.25000000 / 1.25000000,21.88,27.5178442,0.04127676,filled
1962,12,L4n,2021-01-14 19:59:04.195235Z,HBAR-CAD,limit,buy,1000.00000000 / 1000.00000000,0.075,74.08103705,0.11112155,filled
1963,94,J5R,2021-01-14 18:53:50.139359Z,BTC-CAD,limit,buy,0.06100000 / 0.06100000,50030,3070.558734,4.6058381,filled
1964,176,K2T,2021-01-14 18:44:54.169654Z,HBAR-CAD,market,buy,19000.00000000 / 19000.00000000,0.0752306,1438.265916,2.15739887,filled
1965,191,R3X,2021-01-14 18:23:27.166905Z,ADA-CAD,limit,buy,7300.00000000 / 7300.00000000,0.4,2925.230885,4.38784632,filled
1966,120,L7M,2021-01-14 17:59:30.307199Z,HBAR-CAD,market,buy,40800.00000000 / 40800.00000000,0.07313567,3000.604409,4.50090661,filled
1967,132,V6R,2021-01-14 17:58:14.235375Z,EOS-ETH,market,sell,116.00000000 / 116.00000000,0.00229519,0.26624204,0.00039936,filled
1968,132,V6R,2021-01-14 17:56:50.878853Z,XMR-ETH,market,sell,1.00000000 / 1.00000000,0.13554849,0.13554849,0.00020332,filled
1969,80,V0A,2021-01-14 17:25:16.882104Z,BTC-CAD,limit,buy,0.10000000 / 0.10000000,50470,5076.081685,7.61412252,filled
1970,62,M6S,2021-01-14 16:45:43.345780Z,HBAR-CAD,market,buy,550.00000000 / 550.00000000,0.07189996,39.81566441,0.05972349,filled
1971,62,M6S,2021-01-14 16:36:26.477291Z,ETH-CAD,market,buy,0.42000000 / 0.42000000,1571.404,664.5070548,0.99676058,filled
1972,62,M6S,2021-01-14 15:47:28.162200Z,HBAR-CAD,market,buy,200.00000000 / 200.00000000,0.07452354,15.01494094,0.02252241,filled
1973,217,J7G,2021-01-14 14:59:42.431235Z,ZRX-CAD,limit,buy,20.24449980 / 20.24449980,0.65,13.28605262,0.01992907,filled
1974,62,M6S,2021-01-14 14:45:38.524541Z,ETH-CAD,market,buy,0.15000000 / 0.15000000,1541.723,233.569215,0.35035382,filled
1975,62,M6S,2021-01-14 14:45:09.981440Z,ADA-CAD,market,buy,2001.00000000 / 2001.00000000,0.40425,816.8425672,1.22526385,filled
1976,143,J8T,2021-01-14 14:24:19.264997Z,BSV-CAD,market,buy,1.10000000 / 1.10000000,272.267,302.6986479,0.45404797,filled
1977,203,T2N,2021-01-14 13:11:39.347580Z,XLM-ETH,market,buy,7500.00000000 / 7500.00000000,0.0002549,1.91178393,0.00286767,filled
1978,203,T2N,2021-01-14 13:03:06.605294Z,ETH-CAD,market,buy,2.00000000 / 2.00000000,1490.032,3009.37515,4.51406272,filled
1979,146,l7l,2021-01-14 01:41:45.780511Z,ADA-CAD,limit,buy,1000.00000000 / 1000.00000000,0.3935,395.983778,0,filled
1980,239,J8H,2021-01-14 00:05:34.237716Z,ADA-CAD,limit,buy,540.00000000 / 540.00000000,0.404,220.5217872,0.33078268,filled
1981,239,J8H,2021-01-13 23:55:52.063256Z,HBAR-CAD,limit,buy,11111.00000000 / 11111.00000000,0.0675,756.0314293,1.13404714,filled
1982,1,L0K,2021-01-13 22:58:49.632854Z,BTC-CAD,limit,buy,0.06300000 / 0.06300000,47335.898,3015.24453,4.52286678,filled
1983,241,K0K,2021-01-13 22:34:01.967054Z,HBAR-USDT,limit,buy,3725.18145858 / 3725.18145858,0.052,193.7094358,0.29056415,filled
1984,90,M3H,2021-01-13 22:18:46.955304Z,HBAR-CAD,limit,buy,5500.00000000 / 5500.00000000,0.066,367.0269439,0.55054041,filled
1985,90,M3H,2021-01-13 21:58:43.543666Z,HBAR-CAD,limit,buy,70000.00000000 / 70000.00000000,0.066,4670.988025,7.00648201,filled
1986,241,K0K,2021-01-13 21:56:21.633041Z,USDT-CAD,limit,buy,194.04410300 / 194.04410300,1.271,249.3854812,0.37407821,filled
1987,241,K0K,2021-01-13 21:34:24.250843Z,XRP-CAD,limit,buy,641.33564666 / 641.33564666,0.383,248.3309665,0.37249644,filled
1988,222,V6M,2021-01-13 20:37:55.783130Z,ETH-CAD,limit,buy,2.12000000 / 2.12000000,1400,2992.795297,4.48919294,filled
1989,177,L9A,2021-01-13 20:30:06.804964Z,XRP-CAD,limit,sell,8300.00000000 / 8300.00000000,0.384,3139.179171,4.70876875,filled
1990,156,L1T,2021-01-13 17:51:09.423288Z,BTC-CAD,market,buy,0.01000000 / 0.01000000,44524.712,448.8102161,0.67321532,filled
1991,156,L1T,2021-01-13 17:50:02.173519Z,ADA-CAD,market,buy,6000.00000000 / 6000.00000000,0.37647,2276.947721,3.41542158,filled
1992,156,L1T,2021-01-13 17:46:41.678606Z,ETH-CAD,market,buy,0.25000000 / 0.25000000,1369.274,345.0580936,0.51758714,filled
1993,113,V3K,2021-01-13 17:23:17.681892Z,LINK-CAD,market,buy,5.50000000 / 5.50000000,20.19375678,112.1113143,0.16816697,filled
1994,78,L1V,2021-01-13 17:21:36.507891Z,XRP-CAD,limit,buy,602.00000000 / 602.00000000,0.38355,233.1067922,0.34966018,filled
1995,113,V3K,2021-01-13 17:20:15.638517Z,XRP-CAD,market,sell,300.00000000 / 300.00000000,0.38356,113.4987588,0.17024813,filled
1996,78,L1V,2021-01-13 16:59:54.515389Z,XRP-CAD,limit,buy,2012.00000000 / 2012.00000000,0.38244,776.5745695,1.16486185,filled
1997,123,L5M,2021-01-13 16:56:11.892822Z,HBAR-CAD,market,buy,14500.00000000 / 14500.00000000,0.06721062,983.3469413,1.47502041,filled
1998,80,V0A,2021-01-13 16:28:52.454012Z,XRP-CAD,limit,sell,14000.00000000 / 14000.00000000,0.382,5274.95976,7.91243964,filled
1999,127,H2B,2021-01-13 16:27:17.887637Z,BTC-CAD,market,buy,0.00550000 / 0.00550000,43965.251,244.1613337,0.366242,filled
2000,221,R5N,2021-01-13 16:15:07.722165Z,BTC-CAD,limit,buy,0.00468345 / 0.00468345,42000,198.5078168,0.29776172,filled
2001,203,T2N,2021-01-13 12:57:12.113554Z,ETH-CAD,market,buy,2.00000000 / 2.00000000,1349.549,2726.204909,4.08930736,filled
2002,245,v3b,2021-01-13 08:46:16.592556Z,BTC-CAD,limit,sell,0.50000000 / 0.50000000,47000,23499.99944,0,filled
2003,219,V3B,2021-01-13 05:46:48.399019Z,BTC-CAD,ceiling,buy,0.00078346 / 0,0,33.28848391,0,filled
2004,84,L6S,2021-01-13 03:44:20.246564Z,BTC-CAD,market,buy,0.00620000 / 0.00620000,43169.858,269.9553279,0.40493299,filled
2005,219,V3B,2021-01-13 01:51:10.769574Z,BTC-CAD,market,sell,0.00080000 / 0.00080000,42016.429,33.25535156,0,filled
2006,78,L1V,2021-01-12 21:44:13.711419Z,XRP-CAD,limit,buy,1000.00000000 / 1000.00000000,0.3655,368.846525,0.55326978,filled
2007,78,L1V,2021-01-12 20:36:52.482437Z,XRP-CAD,limit,buy,1000.00000000 / 1000.00000000,0.3712,374.567164,0.56185073,filled
2008,222,V6M,2021-01-12 18:33:58.878248Z,BTC-CAD,limit,buy,0.06550000 / 0.06550000,44900,2962.567818,4.44385172,filled
2009,84,L6S,2021-01-12 18:31:20.542593Z,TRX-BTC,limit,sell,5537.00000000 / 5537.00000000,0.00000084,0.00465106,0.00000696,filled
2010,84,L6S,2021-01-12 18:21:30.570718Z,XVG-BTC,limit,sell,23314.12000000 / 23314.12000000,0.00000036,0.00839308,0.00001258,filled
2011,1,L0K,2021-01-12 17:34:07.904465Z,BTC-CAD,limit,buy,0.06600000 / 0.06600000,44370.524,2953.64458,4.43046686,filled
2012,83,K1R,2021-01-12 16:41:00.992433Z,BTC-CAD,limit,buy,0.00450170 / 0.00450170,44252.042,201.0164446,0.30152466,filled
2013,203,T2N,2021-01-12 13:33:07.684330Z,ETH-CAD,market,buy,2.00000000 / 2.00000000,1366.134,2757.480793,4.13622118,filled
2014,30,T7Z,2021-01-12 09:23:11.125632Z,XRP-CAD,limit,buy,7418.00000000 / 7418.00000000,0.363,2720.223736,4.0803356,filled
2015,84,L6S,2021-01-12 09:13:46.750532Z,MORE-BTC,limit,sell,900.00000000 / 900.00000000,0.0000006,0.00053999,0.0000008,filled
2016,84,L6S,2021-01-12 08:57:08.511827Z,SC-CAD,limit,sell,50000.00000000 / 50000.00000000,0.00569,279.5397831,0.41930967,filled
2017,84,L6S,2021-01-12 08:46:22.829372Z,XLM-BTC,limit,sell,1260.00000000 / 1260.00000000,0.00000815,0.010269,0.0000154,filled
2018,84,L6S,2021-01-12 08:37:25.064892Z,DGB-CAD,limit,sell,9816.00000000 / 9816.00000000,0.034,331.4403811,0.49716057,filled
2019,84,L6S,2021-01-12 08:29:55.654951Z,ADA-CAD,limit,sell,1931.00000000 / 1931.00000000,0.38,723.2132976,1.08481994,filled
2020,84,L6S,2021-01-12 08:09:52.140335Z,XRP-CAD,limit,sell,312.00000000 / 312.00000000,0.29,118.5799951,0.17786999,filled
2021,203,T2N,2021-01-12 06:16:07.918611Z,ETH-CAD,market,buy,1.00000000 / 1.00000000,1442.453,1456.89251,2.18533876,filled
2022,203,T2N,2021-01-12 06:04:38.479604Z,LTC-CAD,market,buy,20.00000000 / 20.00000000,185.177,3740.33898,5.61050847,filled
2023,232,T0E,2021-01-12 05:55:36.622281Z,EOS-CAD,market,buy,500.00000000 / 500.00000000,3.49374537,1768.852153,2.65327822,filled
2024,219,V3B,2021-01-12 02:29:14.447346Z,BTC-CAD,ceiling,buy,0.00227956 / 0,0,99.94983169,0,filled
2025,170,L6B,2021-01-12 02:12:21.826226Z,HBAR-CAD,market,buy,8500.00000000 / 8500.00000000,0.05783115,497.2539088,0.74588086,filled
